location,bhk,total_sqft,bath,balcony,price_in_lakhs
Vijayanagar,2,1300,2,2,7900000
Vijayanagar,2,1453,2,2,4359000
Vijayanagar,3,1550,2,3,16000000
Vijayanagar,3,1666,3,2,9500000
Vijayanagar,3,1845,3,3,9100000
Vijayanagar,3,1676,3,3,5200000
Vijayanagar,2,1137,2,1,6300000
Electronics City,2,1360,2,1,7050000
Vijayanagar,2,1374,2,2,7000000
Vijayanagar,3,2145,4,2,12500000
Vijayanagar,3,2170,3,2,15100000
Vijayanagar,2,1080,2,1,5500000
Electronics City,3,1790,3,3,10000000
Vijayanagar,2,1270,2,2,5079000
Vijayanagar,2,1033,2,2,4800000
Vijayanagar,2,1240,2,2,5260000
Vijayanagar,2,883,2,1,3900000
Vijayanagar,2,1500,2,0,9700000
Vijayanagar,3,1730,3,3,13900000
Vijayanagar,3,1915,3,3,8000000
Whitefield,3,1545,3,2,7900000
Vijayanagar,3,1865,4,2,14000000
Vijayanagar,2,1150,2,2,4000000
Vijayanagar,2,1200,2,2,4900000
Vijayanagar,2,963,2,2,4000000
Vijayanagar,4,2600,4,3,26000000
Vijayanagar,3,1700,4,2,10800000
Vijayanagar,3,1682,3,1,12000000
Vijayanagar,2,1371,2,2,6500000
Vijayanagar,2,901,2,1,4950000
Vijayanagar,3,1730,3,1,12000000
Vijayanagar,2,1500,3,3,10200000
Vijayanagar,4,3500,4,2,24500000
Vijayanagar,2,1203,2,1,5986000
Vijayanagar,2,1357,2,2,5400000
Vijayanagar,3,1600,3,2,7600000
Vijayanagar,3,1665,3,1,5300000
Vijayanagar,2,1444,2,1,8000000
Vijayanagar,2,1277,2,2,5500000
Vijayanagar,3,1521,3,1,9471000
Vijayanagar,2,1134,2,1,4000000
Vijayanagar,2,995,2,1,3482000
Vijayanagar,4,2760,5,2,15700000
Vijayanagar,2,1325,1,1,9200000
Vijayanagar,3,1525,3,2,9000000
Vijayanagar,2,1320,2,2,7300000
Electronics City,1,650,1,1,2300000
Vijayanagar,3,1858,2,1,16700000
Electronics City,2,1150,2,1,3800000
Electronics City,1,769,2,1,4000000
Electronics City,3,1571,3,2,10500000
Vijayanagar,2,1445,3,1,8656000
Vijayanagar,3,1590,2,2,13500000
Bommanahalli,2,902,2,2,4900000
Electronics City,2,1090,2,1,3149000
Vijayanagar,3,1712,3,3,8200000
Vijayanagar,2,1088,2,1,6800000
Vijayanagar,3,1575,3,3,6310000
Vijayanagar,3,1920,3,2,15000000
Bommanahalli,2,1100,2,2,5610000
Electronics City,2,1089,2,2,4500000
Vijayanagar,2,1106,2,1,4309000
Vijayanagar,2,927,2,2,3700000
Vijayanagar,2,1339,2,2,5800000
Vijayanagar,2,1175,2,2,7500000
Vijayanagar,2,975,2,1,5500000
Vijayanagar,3,2400,4,1,18000000
Vijayanagar,2,1330,3,2,7200000
Vijayanagar,2,1183,2,1,5974000
Vijayanagar,3,1758,3,2,13300000
Vijayanagar,2,1255,2,1,7768000
Vijayanagar,2,1100,2,2,5000000
Vijayanagar,2,1170,2,2,4680000
Vijayanagar,3,1530,3,3,5177000
Vijayanagar,2,1420,2,2,10700000
Vijayanagar,3,1591,3,1,11500000
Vijayanagar,3,1680,3,2,12000000
Vijayanagar,2,1055,2,1,5763000
Vijayanagar,3,1918,3,2,12900000
Vijayanagar,2,1280,2,1,7600000
Vijayanagar,3,1560,3,3,6600000
Vijayanagar,2,1145,2,2,4950000
Vijayanagar,3,2106,3,2,12600000
Vijayanagar,3,1801,3,2,13900000
Vijayanagar,3,1718,3,2,28800000
Whitefield,2,1306,3,2,5465000
Vijayanagar,2,1320,2,1,9200000
Vijayanagar,2,1350,2,2,6500000
Vijayanagar,4,2990,4,3,32400000
Vijayanagar,4,3800,5,3,30000000
Vijayanagar,2,1344,2,1,4200000
Vijayanagar,3,1893,3,2,10000000
Bommanahalli,2,1107,2,1,4300000
Vijayanagar,2,1190,2,1,7500000
Whitefield,2,1000,2,1,3500000
Vijayanagar,2,1000,2,1,4850000
Vijayanagar,3,2113,3,2,15500000
Vijayanagar,2,1100,2,1,4600000
Vijayanagar,3,1884,4,2,12000000
Electronics City,2,1110,2,1,4000000
Vijayanagar,2,1027,2,2,4300000
Vijayanagar,2,1250,3,2,4000000
Vijayanagar,2,1470,3,0,6200000
Vijayanagar,2,1150,2,1,7500000
Vijayanagar,2,1400,2,2,6200000
Vijayanagar,2,1195,2,2,5100000
Vijayanagar,2,1302,2,1,6910000
Vijayanagar,3,1583,3,1,7440000
Vijayanagar,2,1488,2,3,6000000
Vijayanagar,2,1385,2,2,3463000
Whitefield,4,3262,4,2,26000000
Electronics City,3,1600,3,2,10400000
Vijayanagar,2,1150,2,1,9000000
Vijayanagar,2,1263,2,1,7800000
Vijayanagar,2,1299,2,2,8500000
Vijayanagar,2,1330,2,1,7800000
Vijayanagar,2,1282,2,2,5243000
Vijayanagar,3,1853,3,2,8200000
Vijayanagar,2,861,2,1,3500000
Vijayanagar,3,1600,3,2,9500000
Vijayanagar,2,1256,2,1,6280000
Vijayanagar,2,1390,2,2,8000000
Vijayanagar,3,1550,2,2,9000000
Vijayanagar,2,919,2,1,4900000
Vijayanagar,2,1195,2,2,4400000
Vijayanagar,2,1159,2,1,6000000
Whitefield,2,1386,3,1,5746000
Vijayanagar,2,1197,2,1,7900000
Vijayanagar,4,2690,4,3,19100000
Bommanahalli,2,1295,2,1,5028000
Vijayanagar,2,1310,2,1,3783000
Whitefield,2,1132,2,1,7928000
Vijayanagar,3,2350,3,2,40000000
Vijayanagar,3,1645,3,2,13500000
Whitefield,2,1200,2,1,4584000
Vijayanagar,3,1937,3,2,14000000
Vijayanagar,2,1015,2,2,3350000
Vijayanagar,2,1080,2,2,3900000
Vijayanagar,2,1350,2,2,8099000
Vijayanagar,2,1149,2,2,2900000
Vijayanagar,2,1185,2,2,5900000
Vijayanagar,3,1720,3,1,13500000
Vijayanagar,3,2080,3,3,17500000
Vijayanagar,3,1566,3,2,9700000
Vijayanagar,3,2386,3,2,33400000
Vijayanagar,2,1290,2,1,4902000
Vijayanagar,3,1531,3,2,7200000
Vijayanagar,3,1839,3,3,16500000
Electronics City,2,1400,2,2,4043000
Whitefield,2,1140,2,2,3900000
Vijayanagar,2,1100,2,1,4600000
Vijayanagar,2,1200,2,2,5500000
Vijayanagar,3,1618,3,1,6800000
Whitefield,4,2830,5,2,16000000
Vijayanagar,2,1315,2,2,7400000
Vijayanagar,2,1141,2,1,4275000
Vijayanagar,2,1080,2,2,5500000
Vijayanagar,2,1200,2,2,6000000
Vijayanagar,2,1111,2,2,4188000
Vijayanagar,2,1022,2,1,4590000
Vijayanagar,2,1275,2,2,6500000
Vijayanagar,2,900,2,1,7000000
Vijayanagar,2,1224,2,3,3920000
Vijayanagar,2,1135,2,3,4300000
Vijayanagar,2,1050,2,2,5210000
Vijayanagar,3,1535,3,2,8600000
Vijayanagar,2,1392,2,1,13000000
Vijayanagar,2,1050,2,2,7200000
Vijayanagar,3,1513,3,1,10300000
Vijayanagar,3,1621,3,3,7200000
Vijayanagar,2,892,2,1,3900000
Whitefield,2,1205,2,1,4000000
Vijayanagar,2,1355,3,2,8387000
Indira Nagar,2,1400,2,2,16800000
Vijayanagar,1,726,2,1,3500000
Vijayanagar,4,3895,4,2,40500000
Vijayanagar,2,1079,2,2,4100000
Vijayanagar,2,1170,2,2,4600000
Vijayanagar,2,1104,2,2,3900000
Vijayanagar,2,950,2,1,4500000
Bommanahalli,3,1650,2,1,5200000
Vijayanagar,3,1559,3,2,12700000
Vijayanagar,2,1100,2,1,3800000
Vijayanagar,3,1750,3,3,15000000
Vijayanagar,2,1215,2,1,4550000
Vijayanagar,3,1868,3,1,13500000
Electronics City,2,1130,2,1,3263000
Vijayanagar,3,1570,3,3,6450000
Vijayanagar,3,1691,3,1,9800000
Vijayanagar,2,1225,2,2,5500000
Vijayanagar,3,1690,3,2,11200000
Vijayanagar,2,1418,2,2,10300000
Vijayanagar,3,1896,3,1,12500000
Vijayanagar,1,605,1,1,4000000
Electronics City,2,900,2,2,3250000
Vijayanagar,2,908,2,1,2600000
Vijayanagar,4,3216,4,1,22600000
Vijayanagar,2,1400,2,2,6800000
Vijayanagar,2,1092,2,2,4400000
Vijayanagar,2,1255,2,2,7400000
Electronics City,2,1500,2,1,10000000
Vijayanagar,2,1296,2,2,7200000
Vijayanagar,2,925,2,3,3800000
Vijayanagar,2,1023,2,2,4200000
Vijayanagar,1,600,3,2,7500000
Vijayanagar,2,1020,2,1,4450000
Bommanahalli,3,1530,3,2,7700000
Vijayanagar,3,1650,3,2,7100000
Vijayanagar,3,1605,2,3,8500000
Vijayanagar,3,1925,2,1,5000000
Vijayanagar,2,1190,2,2,5066000
Indira Nagar,2,1374,3,2,6800000
Vijayanagar,2,1140,2,2,6500000
Vijayanagar,3,1725,3,2,13000000
Vijayanagar,2,1075,2,1,5000000
Vijayanagar,3,1574,3,1,9334000
Vijayanagar,3,1550,3,2,8300000
Vijayanagar,2,1205,2,2,6000000
Vijayanagar,2,1082,2,1,5500000
Vijayanagar,2,1215,2,2,5285000
Vijayanagar,4,2483,5,2,23000000
Vijayanagar,4,3198,4,3,25000000
Vijayanagar,2,1452,3,3,6098000
Electronics City,2,1329,2,2,4100000
Vijayanagar,2,1125,2,1,4400000
Vijayanagar,2,1350,3,3,3997000
Vijayanagar,4,2600,3,2,19500000
Electronics City,2,1220,3,1,3523000
Vijayanagar,2,1255,2,1,8000000
Vijayanagar,3,1904,3,3,15500000
Vijayanagar,2,1329,2,2,7000000
Vijayanagar,3,2135,3,2,16000000
Vijayanagar,4,2770,4,3,31500000
Vijayanagar,1,800,2,2,3000000
Vijayanagar,2,1500,3,3,7000000
Vijayanagar,3,1880,3,2,9500000
Electronics City,2,1440,2,2,5500000
Vijayanagar,3,1575,3,2,9000000
Vijayanagar,3,1630,2,2,9778000
Vijayanagar,2,1180,3,1,5500000
Vijayanagar,2,1090,2,1,3600000
Vijayanagar,2,1020,2,2,4845000
Vijayanagar,4,2425,4,3,17300000
Vijayanagar,2,1097,2,1,3382000
Vijayanagar,2,1070,2,1,5000000
Vijayanagar,2,1000,2,1,5800000
Vijayanagar,2,1150,2,1,5600000
Vijayanagar,3,1900,4,2,14500000
Vijayanagar,2,1141,2,2,4900000
Vijayanagar,2,937,2,1,4400000
Vijayanagar,2,1075,2,1,6000000
Vijayanagar,2,1000,2,1,6530000
Vijayanagar,2,1450,3,1,7741000
Vijayanagar,2,936,2,2,4300000
Vijayanagar,2,1280,2,1,7500000
Vijayanagar,2,1050,2,3,4500000
Vijayanagar,2,1350,2,1,8600000
Vijayanagar,2,1325,2,1,7000000
Vijayanagar,2,1174,2,1,5900000
Vijayanagar,3,1890,3,2,16200000
Vijayanagar,2,1304,3,3,8000000
Vijayanagar,3,1653,3,2,12000000
Vijayanagar,2,1075,2,1,5200000
Vijayanagar,2,1212,3,1,4200000
Vijayanagar,2,1100,2,1,5000000
Vijayanagar,2,1140,2,2,5000000
Vijayanagar,3,1532,3,2,8300000
Vijayanagar,3,1531,2,0,7500000
Vijayanagar,2,1270,2,2,5079000
Vijayanagar,2,1325,2,1,5300000
Electronics City,2,1156,2,2,4400000
Vijayanagar,2,1260,2,2,7000000
Vijayanagar,3,1934,2,0,9000000
Vijayanagar,2,1060,2,1,4000000
Vijayanagar,2,1476,3,1,9500000
Vijayanagar,2,1185,2,1,8500000
Bommanahalli,2,1265,2,1,8200000
Vijayanagar,4,3200,5,1,15000000
Vijayanagar,2,1196,2,2,5681000
Vijayanagar,2,1280,2,1,6900000
Vijayanagar,2,1175,2,1,4500000
Vijayanagar,3,1850,3,3,9800000
Whitefield,2,1195,2,1,7000000
Vijayanagar,3,2000,3,3,18500000
Vijayanagar,2,1180,2,2,3650000
Indira Nagar,2,1050,2,1,4987000
Electronics City,2,1400,2,1,4044000
Vijayanagar,2,1030,2,1,7725000
Vijayanagar,3,1512,1,2,6501000
Vijayanagar,2,929,2,1,4800000
Vijayanagar,2,1252,3,3,6100000
Vijayanagar,2,1485,3,2,11500000
Electronics City,2,1124,2,2,5500000
Indira Nagar,2,1407,3,1,12000000
Vijayanagar,2,1482,2,3,9700000
Vijayanagar,2,1163,2,1,9886000
Vijayanagar,3,1570,3,2,14000000
Whitefield,4,3480,4,3,28400000
Vijayanagar,3,2000,3,2,16000000
Vijayanagar,2,1352,2,2,7500000
Electronics City,2,1152,2,1,6500000
Vijayanagar,3,1575,3,2,9300000
Vijayanagar,3,1965,4,2,12500000
Vijayanagar,2,1300,2,2,7000000
Vijayanagar,2,957,2,1,4700000
Vijayanagar,3,1740,3,3,6000000
Vijayanagar,2,1060,2,0,3500000
Bommanahalli,2,975,2,2,5000000
Vijayanagar,2,1150,2,2,5100000
Whitefield,3,1738,2,3,7900000
Bommanahalli,2,1250,3,2,5500000
Vijayanagar,3,1788,3,2,9000000
Vijayanagar,2,1151,2,1,5900000
Vijayanagar,2,1300,2,2,6000000
Vijayanagar,2,1150,2,1,5280000
Vijayanagar,2,1380,2,1,7500000
Vijayanagar,3,1645,3,2,11700000
Vijayanagar,2,1141,2,1,4590000
Vijayanagar,2,1175,2,2,8250000
Vijayanagar,2,1355,2,1,6100000
Vijayanagar,2,1150,2,0,7000000
Indira Nagar,5,5800,5,3,8000000
Bommanahalli,2,1000,2,2,4500000
Vijayanagar,2,1007,2,1,6500000
Vijayanagar,4,3000,5,2,10000000
Vijayanagar,2,1436,3,3,7000000
Vijayanagar,4,4000,4,3,22000000
Vijayanagar,3,2372,3,2,14000000
Vijayanagar,2,1016,2,1,5800000
Vijayanagar,2,1100,2,2,4800000
Vijayanagar,2,1080,2,1,4500000
Electronics City,2,1070,2,1,6000000
Vijayanagar,3,1532,3,1,11500000
Vijayanagar,2,1040,2,2,4212000
Vijayanagar,2,1430,2,2,5160000
Indira Nagar,4,3262,5,2,20500000
Vijayanagar,2,1190,2,2,10000000
Vijayanagar,3,1827,3,3,10000000
Vijayanagar,2,1210,2,1,7500000
Vijayanagar,2,1500,3,3,9500000
Vijayanagar,2,1050,2,2,5350000
Vijayanagar,2,1251,2,1,8873000
Vijayanagar,3,1600,2,2,11500000
Electronics City,2,1128,2,1,6550000
Bommanahalli,3,1820,3,2,9300000
Vijayanagar,3,2072,4,2,15900000
Vijayanagar,3,1510,2,3,5900000
Vijayanagar,3,1925,2,3,11400000
Vijayanagar,3,2072,4,2,14700000
Vijayanagar,2,1000,2,2,3600000
Vijayanagar,2,960,2,3,5600000
Vijayanagar,2,1180,2,2,6300000
Vijayanagar,3,2270,3,1,18000000
Vijayanagar,2,1200,2,1,7500000
Vijayanagar,2,1180,2,1,4600000
Vijayanagar,2,1300,3,2,4700000
Vijayanagar,2,1157,2,0,4000000
Vijayanagar,2,1300,3,2,6900000
Vijayanagar,2,1305,2,1,5900000
Vijayanagar,3,2006,4,2,19600000
Indira Nagar,2,1290,2,1,8000000
Vijayanagar,2,1170,2,3,4500000
Vijayanagar,2,1400,2,3,7800000
Vijayanagar,2,1200,2,2,7500000
Vijayanagar,2,1155,2,0,6000000
Vijayanagar,3,1725,3,2,8500000
Vijayanagar,1,700,2,1,4000000
Vijayanagar,2,1112,2,1,8800000
Vijayanagar,2,1178,2,1,7800000
Vijayanagar,2,1274,2,1,8100000
Vijayanagar,2,915,2,1,3200000
Vijayanagar,3,1540,3,2,6800000
Vijayanagar,2,1206,2,3,3850000
Vijayanagar,3,1645,3,2,9500000
Vijayanagar,3,2342,3,2,11500000
Vijayanagar,2,1200,2,1,5500000
Vijayanagar,2,1056,2,2,3300000
Vijayanagar,2,1450,3,3,5430000
Vijayanagar,2,1161,2,2,3669000
Vijayanagar,2,1097,2,3,6500000
Vijayanagar,2,850,2,2,3500000
Vijayanagar,3,1715,3,2,11500000
Vijayanagar,3,2300,3,2,31700000
Electronics City,2,1200,2,1,5900000
Vijayanagar,2,1080,2,2,3800000
Vijayanagar,2,1200,2,1,5030000
Vijayanagar,2,1400,2,1,7800000
Vijayanagar,2,1230,2,1,5700000
Vijayanagar,3,1640,3,3,8800000
Vijayanagar,3,1700,3,2,12500000
Bommanahalli,2,1478,2,1,4400000
Vijayanagar,5,6600,4,3,98600000
Vijayanagar,2,1020,2,2,4079000
Vijayanagar,2,1275,2,2,9500000
Vijayanagar,2,1110,2,2,3885000
Vijayanagar,3,1628,3,2,8800000
Bommanahalli,1,620,2,1,2200000
Vijayanagar,2,1133,2,1,5200000
Vijayanagar,2,1182,2,2,8250000
Vijayanagar,2,1500,3,3,10000000
Vijayanagar,4,3900,5,3,36000000
Vijayanagar,2,1200,2,2,5800000
Vijayanagar,2,1128,2,1,4879000
Vijayanagar,2,900,2,2,11000000
Vijayanagar,2,1100,2,1,4500000
Vijayanagar,1,635,1,1,2200000
Vijayanagar,3,2062,3,2,14000000
Vijayanagar,3,1874,4,1,13000000
Vijayanagar,2,1171,2,2,7500000
Vijayanagar,3,2020,3,3,8500000
Vijayanagar,2,1059,2,2,3450000
Vijayanagar,2,1315,2,1,5910000
Indira Nagar,3,1760,3,2,11000000
Vijayanagar,2,1192,2,1,6200000
Vijayanagar,3,1645,3,2,12100000
Whitefield,2,1250,2,2,7200000
Whitefield,2,1340,2,1,7700000
Bommanahalli,3,2388,4,3,23900000
Vijayanagar,2,1355,2,3,7500000
Vijayanagar,2,1150,2,2,6500000
Vijayanagar,3,1938,3,3,11300000
Vijayanagar,4,2462,4,3,12400000
Bommanahalli,3,1636,3,2,8500000
Vijayanagar,2,1430,2,2,7500000
Vijayanagar,3,2000,3,2,8500000
Electronics City,2,993,2,2,5000000
Vijayanagar,3,1700,3,3,8800000
Vijayanagar,2,1270,2,2,7800000
Vijayanagar,3,2300,3,3,29000000
Vijayanagar,3,1650,3,3,8645000
Vijayanagar,2,1109,2,1,6300000
Vijayanagar,2,1280,2,1,4975000
Vijayanagar,2,1462,3,3,7100000
Vijayanagar,1,607,1,1,3500000
Vijayanagar,2,930,2,0,2500000
Vijayanagar,4,2600,3,1,23700000
Vijayanagar,4,3000,4,2,14000000
Electronics City,2,1418,3,2,5247000
Vijayanagar,2,1125,2,1,6500000
Vijayanagar,3,1825,3,2,12600000
Whitefield,2,1320,2,3,7950000
Vijayanagar,2,1490,2,2,30000000
Whitefield,1,750,2,1,5270000
Vijayanagar,2,1400,2,2,8054000
Vijayanagar,5,4104,4,3,36000000
Vijayanagar,5,5000,4,0,37500000
Vijayanagar,2,965,2,2,4800000
Vijayanagar,2,1100,2,2,4300000
Whitefield,2,1180,2,2,4100000
Vijayanagar,2,1145,2,2,4800000
Vijayanagar,2,1027,2,1,4400000
Vijayanagar,2,1215,2,2,4985000
Vijayanagar,2,1015,2,2,5800000
Vijayanagar,2,1076,2,2,5200000
Vijayanagar,2,1300,2,1,10900000
Vijayanagar,2,1300,2,2,10200000
Vijayanagar,3,1512,3,1,12300000
Vijayanagar,2,1053,3,1,8891000
Vijayanagar,2,1153,2,1,6500000
Vijayanagar,2,1255,2,2,6900000
Vijayanagar,3,1583,3,3,10900000
Vijayanagar,3,1505,2,2,9000000
Vijayanagar,2,1365,2,2,7508000
Vijayanagar,3,1810,4,3,14800000
Vijayanagar,2,975,2,1,6300000
Vijayanagar,2,1250,2,3,3900000
Vijayanagar,3,1530,2,1,9700000
Vijayanagar,2,1300,2,2,3900000
Bommanahalli,2,1115,2,1,4000000
Vijayanagar,2,1308,2,1,8300000
Vijayanagar,2,1194,2,2,4700000
Vijayanagar,2,1490,2,2,5960000
Vijayanagar,3,1592,3,1,9100000
Vijayanagar,2,1222,2,0,11200000
Vijayanagar,2,1267,2,2,4285000
Vijayanagar,1,656,1,1,5300000
Vijayanagar,5,4500,5,3,40000000
Vijayanagar,3,1698,3,2,10200000
Vijayanagar,2,1500,3,2,7000000
Electronics City,2,1152,2,1,6575000
Vijayanagar,2,900,2,2,4200000
Vijayanagar,2,1410,2,2,4512000
Vijayanagar,2,1419,2,3,7300000
Vijayanagar,2,1200,2,1,5500000
Vijayanagar,3,1800,3,3,6500000
Vijayanagar,2,990,2,1,4000000
Vijayanagar,2,1016,2,1,4500000
Vijayanagar,2,1100,2,0,3900000
Vijayanagar,2,850,2,1,6500000
Whitefield,2,1095,2,1,3500000
Vijayanagar,3,2000,3,2,8500000
Bommanahalli,2,1444,2,2,7000000
Whitefield,2,1415,2,3,6700000
Bommanahalli,3,1600,3,3,7200000
Whitefield,2,1105,2,1,4136000
Electronics City,2,1225,3,0,4503000
Vijayanagar,4,2560,3,2,26500000
Vijayanagar,2,1080,2,1,3780000
Vijayanagar,3,1856,3,2,13500000
Vijayanagar,2,1464,3,2,5600000
Vijayanagar,2,1150,2,2,7700000
Vijayanagar,2,1485,2,2,6700000
Vijayanagar,4,2500,3,3,7500000
Vijayanagar,2,1036,2,1,5946000
Vijayanagar,2,1400,2,2,8000000
Bommanahalli,2,1110,2,2,3300000
Vijayanagar,2,1150,2,3,4800000
Indira Nagar,3,2283,4,2,13000000
Vijayanagar,2,1453,2,2,4358000
Vijayanagar,2,1400,2,1,8500000
Vijayanagar,2,1400,3,0,6500000
Whitefield,3,1700,3,1,14000000
Vijayanagar,3,1591,3,1,12000000
Vijayanagar,3,1515,2,1,7900000
Bommanahalli,2,975,2,1,2486000
Vijayanagar,2,1382,2,2,7618000
Vijayanagar,3,1533,3,2,15000000
Bommanahalli,4,3815,3,1,76300000
Vijayanagar,2,1100,2,2,3800000
Vijayanagar,2,1500,2,1,12000000
Vijayanagar,2,1391,2,2,6450000
Vijayanagar,2,1160,2,2,4292000
Bommanahalli,1,620,1,1,2700000
Vijayanagar,2,1482,3,3,6098000
Whitefield,2,1405,2,2,8450000
Vijayanagar,2,1190,2,2,4000000
Vijayanagar,2,1174,2,1,7800000
Vijayanagar,2,1411,3,1,9304000
Vijayanagar,1,745,2,0,5000000
Vijayanagar,2,1000,2,2,3000000
Vijayanagar,2,923,2,1,5000000
Vijayanagar,2,1000,2,2,3200000
Vijayanagar,2,1276,2,2,4500000
Vijayanagar,2,1460,3,2,7000000
Vijayanagar,2,1355,2,1,9500000
Vijayanagar,2,1200,2,1,4800000
Vijayanagar,1,669,1,1,3685000
Vijayanagar,3,1594,3,2,12500000
Vijayanagar,3,1790,3,2,10500000
Vijayanagar,2,1020,2,1,4500000
Vijayanagar,2,1037,2,1,3628000
Whitefield,2,1345,2,2,5700000
Vijayanagar,2,1070,2,3,4300000
Vijayanagar,4,3000,5,3,27000000
Vijayanagar,2,1385,2,2,7618000
Vijayanagar,2,1207,2,2,7990000
Vijayanagar,2,1140,2,3,5550000
Vijayanagar,2,1220,2,2,6800000
Vijayanagar,4,3596,5,0,25200000
Vijayanagar,3,1965,3,3,12000000
Vijayanagar,3,1760,2,0,11500000
Vijayanagar,2,1225,2,1,7000000
Vijayanagar,2,1075,2,2,5243000
Vijayanagar,2,1000,2,1,6800000
Vijayanagar,3,1891,3,1,10900000
Vijayanagar,2,1322,2,2,8600000
Vijayanagar,2,1045,2,1,3658000
Vijayanagar,3,1545,3,3,8500000
Vijayanagar,3,1996,3,2,13500000
Bommanahalli,2,1125,2,2,7000000
Vijayanagar,3,1560,3,1,11500000
Vijayanagar,3,2000,2,2,8500000
Vijayanagar,4,3100,4,2,31000000
Vijayanagar,1,780,2,1,3500000
Vijayanagar,3,2275,4,2,18000000
Vijayanagar,2,1350,2,2,4100000
Vijayanagar,2,1464,3,3,5600000
Vijayanagar,3,1570,3,3,6450000
Vijayanagar,3,1680,3,1,16000000
Vijayanagar,2,1400,2,1,8200000
Vijayanagar,2,1310,2,2,7200000
Electronics City,2,1175,2,1,5700000
Bommanahalli,2,1428,2,1,8000000
Whitefield,4,3252,4,3,28000000
Vijayanagar,2,1194,2,2,4600000
Vijayanagar,2,1080,2,2,3500000
Vijayanagar,2,1200,2,1,6800000
Bommanahalli,2,1320,2,1,3813000
Vijayanagar,3,1842,3,2,11500000
Vijayanagar,2,1146,2,3,5500000
Vijayanagar,2,1048,2,3,5000000
Vijayanagar,3,1801,3,1,11500000
Vijayanagar,2,1232,2,1,6961000
Whitefield,2,1150,2,2,9000000
Vijayanagar,3,1868,3,1,12000000
Vijayanagar,2,1445,2,2,4710000
Vijayanagar,2,1466,2,3,14000000
Vijayanagar,3,1730,3,2,10000000
Vijayanagar,4,3860,3,2,40200000
Vijayanagar,2,1185,2,3,7000000
Vijayanagar,4,3027,4,3,26000000
Whitefield,3,2400,4,3,14700000
Vijayanagar,2,1185,2,1,4900000
Vijayanagar,2,1150,2,2,4900000
Vijayanagar,2,1075,2,2,3500000
Vijayanagar,3,1760,3,2,12300000
Vijayanagar,3,1600,2,1,6398000
Vijayanagar,2,1000,2,1,7800000
Vijayanagar,2,1215,2,2,9000000
Vijayanagar,3,1734,3,3,12500000
Vijayanagar,2,1280,2,1,6000000
Vijayanagar,2,1113,2,1,5500000
Vijayanagar,2,1272,2,2,4800000
Vijayanagar,2,1240,3,2,4100000
Vijayanagar,2,1100,2,1,7000000
Vijayanagar,2,896,2,1,3013000
Vijayanagar,4,3657,5,3,22000000
Bommanahalli,2,1200,2,0,3500000
Vijayanagar,4,2800,4,3,15500000
Vijayanagar,4,2790,4,3,19800000
Vijayanagar,4,3500,3,3,19800000
Vijayanagar,2,1500,2,2,3000000
Vijayanagar,2,1096,2,2,4800000
Vijayanagar,2,1094,2,1,4400000
Vijayanagar,2,1100,2,2,4900000
Vijayanagar,2,1145,2,2,4000000
Vijayanagar,3,1550,3,2,7450000
Vijayanagar,3,1830,4,2,8200000
Vijayanagar,3,1746,3,3,8495000
Vijayanagar,2,918,2,1,2754000
Vijayanagar,2,1305,2,1,6000000
Vijayanagar,2,1207,2,2,6200000
Vijayanagar,3,1678,3,2,12500000
Vijayanagar,2,950,2,1,5000000
Electronics City,2,1070,2,1,5500000
Vijayanagar,3,1732,3,2,9200000
Vijayanagar,3,1639,2,1,4098000
Vijayanagar,2,1360,2,1,10300000
Vijayanagar,3,1656,3,2,15000000
Vijayanagar,2,985,2,1,4900000
Vijayanagar,3,1999,3,2,13500000
Vijayanagar,2,1050,2,1,7500000
Whitefield,2,1440,2,2,6400000
Vijayanagar,3,1600,2,2,16000000
Vijayanagar,2,1253,2,1,5266000
Vijayanagar,2,1360,2,3,7500000
Vijayanagar,2,1086,2,1,4750000
Vijayanagar,3,1655,3,2,15500000
Vijayanagar,2,1418,2,2,7800000
Vijayanagar,2,1270,2,2,10000000
Vijayanagar,2,1410,2,3,5217000
Vijayanagar,2,1150,2,1,7400000
Vijayanagar,2,1440,3,2,6580000
Vijayanagar,2,1200,2,2,7500000
Vijayanagar,2,1410,2,3,5006000
Whitefield,1,624,1,1,3500000
Electronics City,2,1060,2,1,5800000
Vijayanagar,4,3960,5,3,38600000
Vijayanagar,3,1917,3,0,6000000
Vijayanagar,2,950,2,1,4000000
Bommanahalli,2,1250,3,1,5000000
Vijayanagar,2,1235,2,2,6000000
Vijayanagar,2,1200,2,1,9300000
Vijayanagar,2,1400,3,1,6800000
Vijayanagar,2,1225,3,3,6000000
Vijayanagar,2,1220,2,1,5850000
Vijayanagar,3,1880,3,2,9436000
Vijayanagar,3,1550,2,1,6000000
Vijayanagar,3,1893,3,1,13000000
Vijayanagar,3,1650,3,2,7500000
Bommanahalli,2,1113,2,2,4600000
Vijayanagar,3,1586,3,3,7000000
Vijayanagar,3,1541,3,3,8000000
Vijayanagar,3,1830,3,2,10100000
Vijayanagar,2,1200,2,2,4800000
Bommanahalli,2,1015,2,1,4000000
Vijayanagar,2,1120,2,2,3795000
Vijayanagar,4,3000,5,3,15000000
Vijayanagar,2,1075,2,1,4200000
Vijayanagar,2,1290,2,3,8000000
Vijayanagar,2,1200,2,1,5000000
Vijayanagar,2,1150,2,1,5311000
Vijayanagar,2,1360,2,3,6120000
